,prices,Address,Beds
828,320000," Coreally,Ballytarsna,Oulart,Enniscorthy,Co. Wexford",4
829,1540000," Dún Breg, 118 Georgian Village, Castleknock, Dublin 15",4
830,1295000," 9a St John's Park,Dun Laoghaire,Co Dublin,A96 XR97",4
831,595000," 2 Kilgrovan Estate,Clonea Beach,Dungarvan,Co Waterford,X35AH30",4
832,139950," Dublin Road, Silvermines, Nenagh, Co. Tipperary",3
833,65000," Cappantymore, Meelick, Co. Clare, Limerick City, Co. Limerick",2
834,190000," Cappantymore, Meelick, Co. Clare",5
835,149000," Ballygawley,Co. Sligo,F91WY45",2
836,400000," Ballykeane, Geashill, Offaly",5
837,385000," 42 Evanwood, Golf Links Road, Castletroy, Limerick",4
838,6950000," ""The Laurels"", Baybush, Straffan, Kildare",3
839,784950," Ballybranigan, Ballymahon, Longford",8
840,420000," 55 Carrigeendaniel, Caherslee, Tralee, Kerry",4
841,500000," Phelans Cottage, Kilkeany, Ballymacarbry, Co. Waterford",3
842,230000," Rafiki House, Clonroche, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",3
843,430000," 4 Beaumont Crescent, Beaumont, Dublin 9",4
844,349950," 11 Blackcastle Demesne, Navan, Meath",4
845,295000," 32 Shelmalier Road Dublin 3, East Wall, Dublin 3",3
846,385000," Knightsfield, Turnapin Lane, Santry, Dublin 9",2
847,348000," Saint Martins, Old Monivea Road, Galway, Briarhill, Co. Galway",4
848,250000," Fairfield House, The Still, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",4
849,545000," 33 Susanville Road, Drumcondra, Dublin 3",3
850,195000," 19 Trinity Street, Drogheda, Louth",3
851,235000," 10 Beech Drive, Carrickmacross, Monaghan",3
852,435000," 52 St. Patrick's Villas, Ringsend, Dublin 4",2
853,745000," 7 Grattan Street, South City Centre, Dublin 2",2
854,345000," 174 Larkhill Road, Dublin 9, Dublin",2
855,285000," 1 Clonmore, Kilteragh, Dooradoyle, Limerick",4
856,169000," Athea Lower,Athea,Co. Limerick,V94 HC6F",3
857,299000," 1 Lohunda Grove, Clonsilla, Dublin 15",3
858,1700000," Vinan House, 47 Villiers Road , Rathgar, Dublin 6",5
859,700000," Property at Drumcor, Loughduff, Ballinagh, Cavan",4
860,375000," Mountain West, Oranmore, Galway",4
861,330000," 56 St Brendan's Avenue, Artane, Dublin 5",3
862,290000," 52 The Close, Curragh Grange, Newbridge, Kildare",3
863,250000," 1 Abbey Court,Killala Road,Ballina,Co Mayo,F26 Y8H1",5
864,1200000," 76 Tritonville Road, Sandymount, Dublin 4",3
865,895000," 5 The Beeches, Dunstaffnage Hall, Stillorgan, Dublin",3
866,799000," 54 North Avenue, Mount Merrion,   County Dublin",3
867,374000," 10 Glenview, Downshire Park, Blessington, Wicklow",4
868,135000," 8 The Lodges, Cornadarragh, Belturbet, Co. Cavan",3
869,394950," 30 Glasanoaon Road, Glasnevin, Dublin 11",3
870,374950," 4 Westway Rise, Blanchardstown, Dublin 15",7
871,274950," 34 Ballentree Crescent, Tyrrelstown, Dublin 15",3
872,495000," Boolard,Claddaghduff,Co.Galway,H71NR25",5
873,330000," Doncla House, Lackyle, Ardnacrusha, Clare",3
874,600000," 138 Ardmore Park,Bray,Wicklow,A98 WF20",4
875,615000," 7 Rectory Way,Herbert Road,Bray,Co Wicklow,A98 VP70",4
876,185000," 9 Kildalton Walk, Banagher Court, Piltown, Co. Kilkenny",3
877,328000," 66 Bun A Chnoic, Rahoon, Galway",4
878,199000," Eiscir End Road, Tullamore, Offaly",4
879,205000," 9 Dunan, Thomastown, Kilkenny",3
880,419950," 20 Moreen Close, Sandyford, Dublin 16",3
881,545000," 23 Sandyford Hall Grove, Sandyford, Dublin 18",3
882,450000," Palm Court, Revington Park, North Circular Road, Limerick City, Limerick",5
883,294950,Toorcommons,4
884,310000," 3 The Woodlands,Mount Falcon,Ballina,Co Mayo,F26 V6R9",3
885,845000," 20 Mount Tallant Avenue,Terenure,Dublin 6W,D6W H903",5
886,895000," 8 Casimir Road,Harold's Cross,Dublin 6W,D6WK529",4
887,895000," 50 Fosters Avenue,Mount Merrion,Co. Dublin,A94 C960",4
888,290000," 6 Kilmahuddrick Court, Clondalkin, Dublin 22",3
889,2250000," 5 Victoria Lane,Off Victoria Road,Rathgar,Dublin 6,D06 FD77",5
890,575000," 13 Wainsfort Avenue,Terenure,Dublin 6w,D6W X974",2
891,340000," 6 Redwood Rise, Kilnamanagh, Dublin 24",3
892,430000," 11 Lambourne Park, Donabate, Dublin",3
893,550000," Kiltennel, Gorey, Wexford",5
894,298000," 126 Stannaway Road, Crumlin, Dublin 12",2
895,375000," 4 Hayworth Drive, Ongar Park, Clonsilla, Dublin 15",4
896,260000," Hill View, Sillogue, Monasterboice, Louth",2
897,575000," 11 Kingston Grove, Ballinteer, Dublin 16",4
898,240000," 58 Clifden Road, Ballyfermot, Dublin 10",3
899,350000," 18 St. Thomas Road, South Circular Road, Dublin 8",3
900,169500," 21 Fairgreen,Borrisokane,Co. Tipperary",3
901,2350000," 8 Montpelier Parade, Monkstown Road, Monkstown, Co. Dublin",5
902,1250000," Ashlawn, Wynberg Park, Blackrock, Co. Dublin",4
903,895000," 10 Glen Garth, The Park, Cabinteely, Dublin 18",4
904,119000," 27 The Stables,Tullaghan,Co. Leitrim,F91NC04",2
905,495000," 35 Patrician Villas, Stillorgan, Co. Dublin",3
906,945000," 60 St Alban's Park,Sandymount,Dublin 4,D04 TY49",3
908,395000," 5 Avondale Road,Phibsborough,Dublin 7,D07 VR04",2
909,325000," 19 Glencloy Road, Larkhill, Whitehall, Dublin 9",3
910,395000," 110 Glasnevin Downs, Glasnevin, Dublin 11",3
911,750000," 7 St Brigid's Road Upper, D09, Drumcondra, Dublin 9",4
912,1300000," 302A Howth Road, Killester, Dublin 5, D05 YC84",5
913,295000," 14 Lurgan Street, Smithfield, Dublin 7",2
914,295000," 10 Linenhall Street, Smithfield, Dublin 7",2
915,650000," 27 Corbawn Drive, Shankill,   Dublin 18",4
916,1150000," 2 The Willows, Orwell Road, Rathgar, Dublin 6",4
917,210000," 9 An Seanline, Kerry Street, Fethard, Tipperary",3
918,495000," Rockcliffe Village, Blackrock, Co. Cork",5
919,265000," 16 Coachyard Manor, Enfield, Meath",3
920,2000000," The Terrace,Foxrock Village,Foxrock,Dublin 18",4
921,370000," 9 Mountain View Drive, Bray, Wicklow",3
922,179000," "" Sabrinas"" 24 Beachside Downs, Gorey, Wexford",3
923,495000," 76 Palmerstown Drive, Palmerstown, Dublin 20",3
924,225000," Aherla Beg,Aherla,Cork,CKK210188,P31 TE24",3
925,1950000," Kilkerry,Dalkey Avenue.,Dalkey,Co Dublin,A96 K523",4
926,475000," 4 Mayfield Gorey, Gorey, Wexford",4
927,650000," 6 Foyle Road, Fairview, Dublin 3, D03A7K4",3
928,255000," 44 North Glebe, Kildare Town, Co. Kildare",3
929,380000," Ballynameagh, Castlepollard, Westmeath",4
930,265000," No.13 Lissanalta Drive, Dooradoyle, Limerick City",4
931,650000," 71 Roebuck Downs, Clonskeagh, Dublin 14",4
932,449950," 5 Temple Manor Close , Greenhills, Dublin 12",3
933,379950," 12 Hansfield, Clonee, Dublin 15",3
934,435000," 72 Mulvey Park, Dundrum, Dublin 14",2
935,250000," Formerly Granny's Attic Antiques, Riverstown, Birr, Offaly",3
936,250000," 10 Curragh Finn, Kildare Town, Kildare",3
937,1950000," Hyde Park House, Middle Glanmire Road, Montenotte, Cork City, Cork",6
938,385000," Johns Terrace, Birr, Offaly",4
939,180000," 46 Lios Na Ri , Aisling Geal, Smith's Road, Charleville, Cork",3
940,215000," Hophill Vale, Church Road, Tullamore, Offaly",3
941,395000," Urbalshinny, Milford, Donegal",7
942,495000," 9, Brighton Avenue,, Clontarf, Dublin 3",2
943,265000," 9 Maple Road, Fota Rock, Carrigtwohill, Cork",3
944,65000," Coolgreany, Gorey, Wexford",3
945,395000," 89 Grace Park Heights, Drumcondra, Dublin 9",3
946,320000," 65 Rafter's Road, Drimnagh, Dublin 12",2
947,219500," 10 Highfield Manor, Graiguecullen, Co. Carlow",3
948,265000," 39 Ballyfermot Drive, Ballyfermot, Dublin 10",2
949,249950," 8 St Killian's Park, Clondalkin, Dublin 22",3
950,335000," 12 Earlsfort Meadow,Lucan,Co Dublin,K78 TC93",3
951,190000," 17 Riverchapel Crescent, Riverchapel, Gorey, Wexford",2
952,137500," 28 Chambersland Close , New Ross, Wexford",2
953,79000," The Haven, Rosbercon, New Ross, Wexford",2
954,395000," 3 Haydens Park Walk,Lucan,Co. Dublin,K78 VP30",3
955,485000," 1 The Glebe, Lucan, Co. Dublin",5
956,180000," 13 Butterfield Avenue, Old Cork Road, Limerick City, Limerick",3
957,750000," 8 Rose Gardens, Rosehill, Kilkenny, Kilkenny",5
958,650000," 13 Highthorn Park, Dun Laoghaire, Co. Dublin",3
959,130000," Offaly Street, Athy, Kildare",2
960,380000," 12 Berwick Grove, Swords, County Dublin",3
961,1150000," 39 Greenfield Road, Mount Merrion, Co. Dublin",4
962,695000," 1 Library Crescent, Shankill, Dublin 18, Shankill,   Dublin 18",3
963,310000," 127 Belmayne Park South, Belmayne, Dublin 13",3
964,330000," 97 Coopers Grange, Old Quarter, Ballincollig, Cork",3
965,285000," Reabeg, Rearcross, Newport, Co. Tipperary",4
966,750000," Caislin, Roveagh, Clarinbridge, Co. Galway",5
967,245000," River Cottage, Aclare, Drumconrath, Meath",2
968,350000," 5 Hammond Street , Blackpits,   Dublin 8",2
969,825000," 52 Oakley Road , Ranelagh,   Dublin 6",3
970,345000," 49 McGoverns Corner, Cork St, South City Centre - D8,   Dublin 8",2
971,485000," 11 St Patrick Cottages , Rathfarnham, Dublin 14",3
972,520000," 29 Carriglea, Killenard, Laois",5
973,4000000," Rathsillagh Upper, Fontstown, Kilcullen, Kildare",3
974,695000," 25 St Brigid's Road Lower, Drumcondra, Dublin 9",4
975,429950," 68 St Mary's Park, Walkinstown, Dublin 12",3
976,275000," 102 Carrig Court, Citywest, Dublin 24",2
977,2640000," 44 Leeson Park, Ranelagh, Dublin 6",6
978,595000," 26 White Pines Meadow,Stocking Avenue,Rathfarnham,Dublin 16,D16 E8Y2",4
979,695000," 18 Seafort Avenue, Sandymount, Dublin 4",2
980,575000," 53 Richmond Wood, Glanmire, Cork",4
981,395000," 57 Shanliss Road,Santry,Dublin 9,D09 N622",3
982,525000," 28a Brunswick Street North,Dublin 7,D07 EHF6",5
983,290000," 104 Arthur Griffith Park, Lucan, Co. Dublin",3
984,259000," 1 St Patricks Close, Hospital, Limerick",3
985,495000," 1 Seaview, Hollybrook Road, Clontarf, Dublin 3",3
987,200000," 1 Nedd, Doogarry, Ballyconnell, Co. Cavan",4
988,650000," 49 St Albans Road, South Circular Road, Dublin 8",2
989,320000," 25 Woodleigh Park, Blessington, Co. Wicklow",3
990,79000," Chapel St,Swinford,Co Mayo,F12 PY62",3
991,180000," Fiddown, Piltown, Co. Kilkenny",3
992,450000," 153 Owen's Avenue, Mountbrown, Kilmainham, Dublin 8",3
993,375000," 40 Portersgate Heights, Clonsilla, Dublin 15",3
994,310000," 28 Esker Manor, Lucan, Dublin",3
995,310000," 13 Foxborough Way, Lucan, Dublin",3
996,435000," Straney Mor, Rathmolyon, Co. Meath",3
997,410000," 42 Latchford Green, Castaheany, Clonee, Dublin 15",4
998,395000," 26 Carrigmore Downs, D24, Citywest, Dublin 24",4
999,420000," 1 Ashling Green,Earlscourt,Dunmore Road",3
1000,150000," 45 Killeen Heights,Killeen,Tralee,Co. Kerry,V92 A6D6",2
1001,550000," 5 Crest Of The Wave Causeway,Magheracar,Bundoran,Co. Donegal,F94PF68",5
1002,350000," Mountain View,Broadleas Commons, Ballymore Eustace, Kildare",3
1003,220000," Poulpeasty,Clonroche,Co Wexford,Y21 V0Y5",4
1004,200000," 5 Millbrook,Milltown,Monaghan,H18HR68",3
1005,320000," 41 Foxborough Gardens,Lucan,Co. Dublin",3
1006,360000," Avondale, Mitchel St, Tipperary Town, Tipperary",5
1007,675000," 1 St Martins Park,Kimmage,Dublin 6w,D6W R208",3
1008,275000," 2 Arlington Heights,Park Road,Killarney,Co. Kerry,V93F4A3",4
1009,200000," 12 Shelduck Street, Aston Village, Drogheda, Louth",2
1010,285000," 17 Ashgrove,Monadreen,Thurles,Co. Tipperary,E41 X8F5",4
1011,150000," Curraheen,Horse & Jockey,Thurles,Co. Tipperary,E41 R277",3
1012,150000," 8 Kilcooley Way,Gortnahoe,Thurles,Co. Tipperary,E41 N4X8",3
1013,248000," 176 Glantann, Golf Links Road, Castletroy, Limerick",3
1014,350000," 7 Maydenhayes Road, Mornington, Meath",4
1015,395000," Bishopswood, Portarlington, Monasterevin, Kildare",4
1016,695000," 42 Clonkeen Drive,Foxrock,Dublin 18,D18 X0T4",4
1017,525000," 37 Cedar Court, Terenure, Dublin 6W",3
1018,2750000," Mount Salem, Leopardstown Road, Leopardstown,   Dublin 18",5
1019,380000," 86 Orlynn Park, Lusk, Dublin",4
1020,585000," The Old Post Office, Post Office Road,, Lusk,   County Dublin",4
1021,300000," Carrig View,Raheenavine,Rathdrum,Co. Wicklow,A67XH72",4
1022,165000," 3 Farranferris Court,Redemption Road,Cork,T23 R1X2",2
1023,1950000," Hyde Park House,Middle Glanmire Road,Montenotte,Cork,T23 E9D6",6
1024,259000," 35 Browneshill Wood,Browneshill Road,Carlow,R93 F8Y1",4
1025,495000," 15 Adelaide Terrace,Kilmainham,Dublin 8,D08 XKP1",3
1026,280000," Type A, Dromdiah Park, Killeagh, Midleton, Cork",3
1027,305000," 7 The Heights,Sallins Park,Sallins,Co Kildare,W91 E6F2",3
1028,190000," 18 Lennonstown Manor, Red Barns Road, Dundalk, Co. Louth",3
1029,1575000," 141 Tritonville Road,Sandymount,Dublin 4,D04 V304",3
1030,750000," `Somerville`, Balheary, Swords, Co. Dublin",4
1031,325000," 132 Bremore Castle,Balbriggan,Co. Dublin",3
1032,250000," Phepotstown, Co. Meath, Kilcock, Co. Kildare",2
1033,450000," 54 The Fairways, Castletroy, Co. Limerick",4
1034,1200000," Ballydavid, Tralee, Co. Kerry",4
1035,535000," 289 Redford Park, Greystones, Co. Wicklow",3
1036,155000," Curtiswood, Ballymacarbry, Clonmel, Co. Tipperary",3
1037,820000," 3 Beechpark Orchard, Beechpark Avenue, Castleknock, Dublin 15",4
1038,325000," Benroe, Bruckless, Donegal",3
1039,380000," Montezuma,1 Monkton Row,Wicklow Town,Co Wicklow,A67 K821",3
1040,375000," ""Landafar"" Grange Mor Park, Grange Road, Rosslare Strand, Wexford",4
1041,290000," Charleville Road,Tullamore,Co Offaly,R35AE28",3
1042,549000," Knockeevin,Ballyclerihan,Clonmel,Co Tipperary,E91AW71",5
1043,139000," 25 Lakeside View, Mountshannon, Clare",3
1044,1150000," The Moorings,Greenfield Road,Sutton,Dublin 13,D13 XY29",5
1045,260000," 8 Dun Aras,Shannon,Co Clare,V14 W992",3
1046,250000," 16 Hermitage, South Fields, Grange Road, Rosslare Strand, Wexford",3
1047,285000," 5 Kylegrove Place,Bellingham,Portlaoise",3
1048,499500," Arra,Gortlandroe,Nenagh,Co. Tipperary,E45F827",4
1049,220000," Ballygown,Castletownroche,Mallow,Co. Cork,P51 Y778",5
1050,1395000," Arundel, 1 Burrow Road, Sutton,   Dublin 13",5
1051,345000," Pribbaun, Rosscahil, Galway, Rosscahill, Co. Galway",4
1052,325000," 5 Allendale, Kilmainham, Kells, Co. Meath",4
1053,630000," 2 Railway Avenue, Malahide, Co. Dublin",2
1054,629000," 10 Dooroge Woods, Ballyboughal, Co. Dublin",3
1055,1500000," 54 Cluain Glas, Thurles, Tipperary",3
1056,90000," Ballyconnell, Tobinstown, Tullow, Carlow",2
1057,285000," 12 The Court,Highlands,Drogheda,Co Louth,A92 KF3A",3
1058,325000," 4 Woodlawn Rise,Santry,Dublin 9,D17 RW02",3
1059,195000," 130 Gleann Alainn, Tullyallen, Louth",3
1060,425000," 22 Forest Ridge Crescent, Wilton, Cork, Wilton, Cork",4
1061,135000," 118 Shanakill Estate, Monavalley, Tralee, Kerry",3
1062,180000," Main Street, Mullagh, Clare",4
1063,595000," 26 Ferncarrig Avenue,Sandyford,Dublin 18,D18 C3H0",3
1064,295000," 194 Ros Caoin, Roscam, Galway City",3
1065,170000," Corlat, Mullagh, Kells, Co. Meath",3
1066,330000," 38 Ceol Na Habhann, Caherconlish, Co. Limerick",4
1067,275000," San Pio, Rathjordan, Caherconlish, Co. Limerick",4
1068,225000," Lislanahan Road, Kilkee, Clare",5
1069,320000," 4 Morristown Way, The Paddocks, Cornelscourt, Newbridge, Kildare",3
1070,560000," Ballymacmague North,Dungarvan,Co Waterford,X35KF20",4
1071,165000," 7 Derryoak, Ballyconnell, Co. Cavan",3
1072,595000," Mahgercloone, Station Road, Duleek, Meath",5
1073,185000," 92 Sliabh Rua,Ballymore Road,Moate,Co. Westmeath",3
1074,155000," 8 Connolly Place, Waterford City, Waterford",3
1075,350000," 2 Silvermount Cottages, Strawberry Beds, Dublin 20",2
1076,405000," 25 Dowth Avenue, Cabra, Dublin 7",3
1077,35000," Finiskil, Mohill, Co. Leitrim",2
1078,350000," 8 Castleabbey,Kildalkey Road,Trim,Co Meath,C15F628",4
1079,365000," 1 Carrigmannon Woods Glynn, Killurin, Wexford",4
1080,450000," 4 Highfield Grove, Rathgar, Dublin 6",2
1081,175000," 110 Childers Heights, Ballina, Mayo",3
1082,315000," 22 Earlsfort Rise, Lucan, Dublin",3
1083,370000," 359 Crumlin Road, Crumlin, Dublin 12",3
1084,625000," 34 Drumcondra Road Upper,Drumcondra,Dublin 9,D09 HW56",4
1085,550000," 20 Killeen Avenue,Malahide,Co Dublin,K36 HY48",3
1086,575000," Rushworth, Muckross Rd., Killarney, Kerry",4
1087,495000," 91a Binn Eadair View, Sutton, Dublin 13",3
1088,499950," 115a Sycamore Road, Glasnevin, Dublin 11",4
1089,425000," 11 Lower Courtyard, Headfort Demesne, Kells, Meath",3
1090,195000," No 85 Cluain Dara, Clonard, Wexford Town, Wexford",3
1091,310000," Knockliscrane, Miltown Malbay, Clare",4
1092,285000," No. 13 Coolcotts Court, Coolcotts, Wexford Town, Wexford",4
1093,285000," 11 Delhurst Terrace, Ongar, Dublin 15",3
1094,425000," 4 Ballynoe Grove, Bray, Co. Wicklow",3
1095,325000," 3 Shankill View, Seapoint Road, Bray, Co. Wicklow",2
1096,475000," Clonard Lodge, Killiney Avenue, Killiney, County Dublin",2
1097,385000," 38 Old Bawn Park, Old Bawn, Tallaght, Dublin 24",3
1098,525000," 20 Dundela Haven, Glenageary, County Dublin",2
1099,118500," 3 Glencourt, Griffin Road, Kilrush, Clare",3
1100,199000," 13 Donomore Crescent, Tallaght, Dublin 24",3
1101,400000," Killard, Doonbeg, Clare",4
1102,355000," 18 Foster Terrace, Drumcondra, Dublin 3",2
1103,325000," Castleredmond, Midleton, Cork",3
1104,425000," 8 Gort Na Heornan, Ringville, Dungarvan, Co. Waterford",4
1105,425000," Lynmurray, , Lehenaghmore, Cork City",4
1106,645000," Laragh Brae,Lagore Road,Ballymore,Dunshaughlin,Co Meath",4
1107,459950," 58 Bayview Drive, Killiney, County Dublin",3
1108,199000," Tonregee, Ballaghaderreen, Roscommon",3
1109,190000," 23 Mount Charles Terrace, Kilkee, Clare",3
1110,385000," 65 Monaleen Park, Castletroy, Limerick",4
1111,155000," Breahy, Edgeworthstown, Longford",3
1112,350000," 54 Dun Emer Avenue, Lusk, Dublin",3
1113,365000," 19 Primrose Street,Dublin 7,D07 V2W9",2
1114,325000," Rathcobican, Rhode, Offaly",5
1115,1300000," Sorrento Road Area , Dalkey, County Dublin",3
1116,599950," Rackenstown, Dunshaughlin, Meath",4
1117,125000," Ross, Kilbaha, Clare",3
1118,1400000," Robertstown, Kilmainhamwood , Kells, Meath",4
1119,265000," 17 Leaca Ard, Abbeylands, Ferrybank, Ferrybank, Waterford",4
1120,430000," Graigue, Aglish, Waterford",4
1121,369950," 161 Malahide Road, Donnycarney, Dublin 3",2
1122,310000," 58 Lioscian, Rathbeale Road, Swords, County Dublin",3
1123,150000," Ballinagun East, Creegh, Clare",2
1124,475000," Dun an Oir, Milestream , Shanakiel, Cork",4
1125,850000," 11 Vernon Park, Clontarf, Dublin 3",3
1126,395000," Corcullioncrew, Castleblayney, Monaghan",4
1127,319950," 9 Cherryfield View, Clonsilla, Dublin 15",5
1128,585000," 20 Harmony Avenue, Donnybrook, Dublin 4",2
1129,100000," Kilmihil, Kilmihil, Clare",2
1130,650000," Carrick, Edenderry, Kildare",5
1131,265000," 7 Birch Close, Johnstown Wood, Navan, Meath",3
1132,120000," 98 Clifden Glen, Clifden, Galway",1
1133,450000," Cushlawn House, Castlecolumb, Knocktopher, Kilkenny",6
1134,275000," Dublin Road, Johnstown, Kilkenny",4
1135,499000," Clomantagh Barna, Kilkenny On C.10 Acres",4
1136,420000," 1A Bonnettsrath Road, New Orchard, Kilkenny",4
1137,200000," 9 Knockbrack Downs, Drogheda, Louth",3
1138,300000," 32 Lissadel Drive, Drimnagh, Dublin 12",2
1139,239000," 45 Bracken Drive, Old Tramore Road, Waterford City, Co. Waterford",3
1140,220000," 1 Oak Drive, Hillview, Waterford City, Co. Waterford",3
1141,179000," 10 Dunbane, Carrick-on-Suir, Tipperary",4
1142,425000," 30 The Briars,Ashbourne,Co Meath,A84 NP92",4
1143,495000," Baytown,The Ward,Co Meath,D11 CF59",4
1144,125000," Kilkerin, Labasheeda, Clare",2
1145,475000," 6 Priory Rise, Delgany Wood, Delgany, Wicklow",3
1146,475000," 42 Woodbine Park, Raheny, Dublin 5",3
1147,130000," Main St, Borrisokane, Co. Tipperary",3
1148,995000," 37 Clarinda Park West, Dun Laoghaire, Dublin",5
1149,1200000," 24 Clonfadda Wood, Blackrock, Co. Dublin",4
1150,245000," 73 Maudlin Street, Kilkenny, Kilkenny",3
1151,310000," 39 Oaklands, Arklow, Wicklow",5
1152,695000," 88 Cypress Grove Road, Templeogue,   Dublin 6W",5
1153,240000," 23 Colepark Drive, Ballyfermot, Dublin 10",3
1154,340000," 10 Castlegate Grange Adamstown, Lucan, Dublin",3
1155,350000," Castleview, Villierstown, Dungarvan, Waterford",3
1156,2900000," 3 Saint Anthony's Place, Woodquay, Galway City, Co. Galway",3
1157,695000," 47 Arnott Street, South City Centre, Dublin 8",2
1158,160000," Bridge Street, Dunmanway,   West Cork",4
1159,3750000," 25 Raglan Road, Ballsbridge, Dublin 4",5
1160,850000," Cortober, Ballinaglera, Carrick-on-Shannon, Co. Leitrim",3
1161,250000," 7 Deerpark View, Ballymacarbry, Waterford",4
1162,1250000," Knockrea House, Douglas, Co. Cork",5
1163,225000," Stoney Rd, Loon, Castlecomer, Kilkenny",4
1164,625000," Painestown, Dublin Road, Drogheda, Meath",4
1165,250000," 128 Brayton Park, Kilcock, Co. Kildare",3
1166,249950," 109a Conquer Hill Road, Clontarf,   Dublin 3",1
1167,545000," 170 Heathervue, Killincarrig, Greystones, Wicklow",3
1168,239000," 6 Redwood Drive, Dooradoyle, Co. Limerick",3
1169,260000," The Line Road, Meelin, Newmarket, Cork",3
1170,350000," 32 Cuil Duin Walk, Citywest,   Dublin 24",4
1171,275000," 35 Annesley Avenue, North Strand, Dublin 3",2
1172,850000," 2 Limekiln Manor,Limekiln Road,Dublin 12,D12 RXV0",4
1173,470000," 12 Browns Barn Wood, Kingswood Cross, Dublin 22, Dublin",4
1174,315000," 9 Stralem Crescent, Ongar,, Ongar,   Dublin 15",4
1175,675000," 33 Coolamber Court, Knocklyon, Dublin 16",4
1176,595000," 3 Landsborough Park,Douglas,Cork,T12 NTC9",5
1177,90000," 23 O Connell Road, Tipperary Town, Tipperary",2
1178,120000," Flag Road, Miltown Malbay, Clare",1
1179,545000," 188 Beech Park,Lucan,Co Dublin",4
1180,645000," 2 Cloister Way, Carysfort Avenue, Blackrock, County Dublin",3
1181,425000," Creaden Cottage, Ascurra, Dunmore East, Waterford",3
1182,385000," 1 Spencer Street North, , North Strand, Dublin 3",2
1183,625000," 42 Riverwood, Castleknock, Dublin 15",4
1184,635000," 1 Highland Grove, Cabinteely, Dublin 18",3
1185,725000," 68 Holywell, Upper Kilmacud Road, Goatstown, Dublin 14",3
1186,450000," 16 Woodview Drive Boghall Road, Bray, Wicklow",3
1187,145000," 49 Toorvalley, Moate, Westmeath",4
1188,430000," 23 Fitzherbert Court, Drogheda, Meath",5
1189,195000," 24 Shelduck Street, Aston Village, Drogheda, Louth",2
1190,350000," 26 Lein Park, Artane, Dublin 5",3
1191,650000," 114 Botanic Road, Glasnevin, Dublin 9",4
1192,195000," 33 St. Senan's Road,Ennis,Co. Clare,V95 EPC0",3
1193,410000," 22 Rathmore Lawn,Douglas,Cork City,Co. Cork,T12 Y2XR",3
1194,675000," Bannow Mews,Belgrave Avenue,Wellington Road,Cork City,T23 K8W2",4
1195,490000," 5 Manor Avenue,Maryborough Ridge,Douglas,Cork,T12 XHC7",4
1196,290000," 30A Sheares Park,Glasheen,Cork,T12 K30V",3
1197,895000," Rose Hill House,Lee Road,Cork City,Cork,T23 TFR7",6
1198,359000," 2 Castlelyon Avenue, Newcastle, Dublin",3
1199,285000," 108 Ashfield Green, Drogheda, Louth",3
1200,350000," 511 Carnlough Road, Cabra, Dublin 7, Cabra, Dublin 7",2
1201,320000," 17 Pineview Avenue, Aylesbury,   Dublin 24",3
1202,695000," 13 Tivoli Avenue,Harold's Cross,Dublin 6W,D6W KD60",3
1203,599995," 6 Stockwell, Sandyford Road, Dundrum, Dublin 16",2
1204,1950000," 2 Monterey - Park Avenue, Sandymount, Dublin 4",4
1205,950000," 3 Bedroom Penthouses at Marianella, Orwell Road, Rathgar, Dublin 6",3
1206,100000," Drumbaun, Ballyhaunis, Mayo",3
1207,625000," 19 Landsdowne Crescent, Landsdowne Park, Ballsbridge, D4",2
1208,1500000," 49 Montpelier Parade , Monkstown, Dublin",4
1209,8500000," The Sopwell Hall Estate, Ballingarry, Tipperary",10
1210,495000," 61 Iveragh Road, Whitehall, Dublin 9",3
1211,4900000," Raffeen, Scilly, Kinsale, Cork",5
1212,1500000," Hyde Park House, Hydepark, Inch, Wexford",6
1213,2450000," Royal Terrace House, Royal Terrace Square,, Dun Laoghaire, County Dublin",6
1214,275000," 12 Ruanbeg Green, Kildare Town, Kildare",3
1215,225000," 177 Brookville, Drogheda, Louth",3
1216,470000," 4 lisroe, Bog Road, Oranmore, Oranmore, Galway",4
1217,399950," 14c Poplar Row, North Strand, Dublin 3",3
1218,875000," 38 Oak Dene,Ballinclea,Killiney,Co Dublin,A96 D5K6",4
1219,300000," No.2 The Cottage, The Murragh, Wicklow Town, Wicklow",2
1220,495000," 4 Hunters Walk. Hunters Wood, Ballycullen, Dublin 24",4
1221,650000," Sunnydale, 4 Nugent Road , Churchtown, Dublin 14",3
1222,795000," 71 Highfield Park , Dundrum, Dublin 14",4
1223,435000," The Planting, Magherabeg, Burnfoot, Inishowen, Donegal",7
1224,445000," 13 Pembroke Cottages, Dundrum, Dublin",2
1225,575000," Cregganna Beg, Oranmore, Co. Galway, Oranmore, Galway",4
1226,330000," 16 Elm Drive, Shamrock Lawn, Douglas, Cork",3
1227,249950," 33 Ballyneety Road , Ballyfermot,   Dublin 10",2
1228,525000," 7 Shandon Crescent, Phibsboro, Dublin 7",3
1229,925000," 16 Clare Road, Drumcondra, Dublin 9",3
1230,4250000," Grianblah,26 Palmerston Park,Rathmines,Dublin 6,D06 R9P9",5
1231,4750000," Norwood,44 Cowper Road,Rathmines,Dublin 6,D06 Y8X9",5
1232,370000," 24 Saint Joseph's Road, Greenhills, Dublin",3
1233,500000," 60 Orchard Terrace, Stoneybatter, Dublin 7",4
